地域コード,地域,年齢,総数／計(人),総数／男(人),総数／女(人),日本人／計(人),日本人／男(人),日本人／女(人),外国人／計(人),外国人／男(人),外国人／女(人)
13209,町田市,70～74,26047,12035,14012,25934,11986,13948,113,49,64
13209,町田市,75～79,25413,11158,14255,25321,11105,14216,92,53,39
13209,町田市,80～84,22128,9163,12965,22072,9142,12930,56,21,35
13209,町田市,85～89,13625,5383,8242,13601,5373,8228,24,10,14
13209,町田市,90～94,6215,2059,4156,6205,2056,4149,10,3,7
13209,町田市,95～99,1594,355,1239,1589,351,1238,5,4,1
13209,町田市,100以上,255,32,223,253,31,222,2,1,1
13209,町田市,不詳者,-,-,-,-,-,-,-,-,-
13210,小金井市,総数,124614,61291,63323,121402,59678,61724,3212,1613,1599
13210,小金井市,0～4,4868,2442,2426,4754,2380,2374,114,62,52
13210,小金井市,5～9,5651,2921,2730,5536,2871,2665,115,50,65
13210,小金井市,10～14,5163,2680,2483,5067,2632,2435,96,48,48
13210,小金井市,15～19,5026,2598,2428,4929,2553,2376,97,45,52
13210,小金井市,20～24,7531,3842,3689,7108,3613,3495,423,229,194
13210,小金井市,25～29,8279,4111,4168,7706,3795,3911,573,316,257
13210,小金井市,30～34,8134,4004,4130,7701,3774,3927,433,230,203
13210,小金井市,35～39,8699,4336,4363,8327,4156,4171,372,180,192
13210,小金井市,40～44,9044,4656,4388,8769,4525,4244,275,131,144
13210,小金井市,45～49,9285,4722,4563,9089,4632,4457,196,90,106
13210,小金井市,50～54,9561,4748,4813,9377,4670,4707,184,78,106
13210,小金井市,55～59,8869,4511,4358,8740,4459,4281,129,52,77
13210,小金井市,60～64,7643,3914,3729,7541,3866,3675,102,48,54
13210,小金井市,65～69,5898,2996,2902,5851,2974,2877,47,22,25
13210,小金井市,70～74,6152,2973,3179,6128,2959,3169,24,14,10
13210,小金井市,75～79,5478,2521,2957,5464,2514,2950,14,7,7
13210,小金井市,80～84,4140,1643,2497,4128,1636,2492,12,7,5
13210,小金井市,85～89,2986,1069,1917,2982,1066,1916,4,3,1
13210,小金井市,90～94,1629,492,1137,1628,491,1137,1,1,-
13210,小金井市,95～99,512,105,407,511,105,406,1,-,1
13210,小金井市,100以上,66,7,59,66,7,59,-,-,-
13211,小平市,総数,196913,96365,100548,191141,93601,97540,5772,2764,3008
13211,小平市,0～4,7239,3700,3539,7081,3615,3466,158,85,73
13211,小平市,5～9,8937,4642,4295,8794,4571,4223,143,71,72
13211,小平市,10～14,8927,4567,4360,8810,4513,4297,117,54,63
13211,小平市,15～19,8994,4632,4362,8663,4471,4192,331,161,170
13211,小平市,20～24,11665,5744,5921,10386,5127,5259,1279,617,662
13211,小平市,25～29,10827,5486,5341,9996,5033,4963,831,453,378
13211,小平市,30～34,10830,5359,5471,10170,5024,5146,660,335,325
13211,小平市,35～39,12259,6207,6052,11706,5937,5769,553,270,283
13211,小平市,40～44,13467,6958,6509,13070,6777,6293,397,181,216
13211,小平市,45～49,14792,7513,7279,14483,7374,7109,309,139,170
13211,小平市,50～54,15818,7994,7824,15554,7892,7662,264,102,162
13211,小平市,55～59,14390,7325,7065,14122,7213,6909,268,112,156
13211,小平市,60～64,12100,6034,6066,11924,5963,5961,176,71,105
13211,小平市,65～69,9758,4823,4935,9648,4776,4872,110,47,63
13211,小平市,70～74,10347,4910,5437,10276,4875,5401,71,35,36
13211,小平市,75～79,9496,4230,5266,9448,4212,5236,48,18,30
13211,小平市,80～84,7840,3148,4692,7813,3141,4672,27,7,20
13211,小平市,85～89,5544,2047,3497,5525,2044,3481,19,3,16
13211,小平市,90～94,2790,845,1945,2782,842,1940,8,3,5
13211,小平市,95～99,778,186,592,776,186,590,2,-,2
13211,小平市,100以上,115,15,100,114,15,99,1,-,1
13212,日野市,総数,187494,93731,93763,183715,91821,91894,3779,1910,1869
13212,日野市,0～4,6518,3441,3077,6417,3399,3018,101,42,59
13212,日野市,5～9,7886,4070,3816,7787,4012,3775,99,58,41
13212,日野市,10～14,8194,4195,3999,8105,4151,3954,89,44,45
13212,日野市,15～19,8445,4400,4045,8304,4323,3981,141,77,64
13212,日野市,20～24,10530,5435,5095,9919,5091,4828,611,344,267
13212,日野市,25～29,10676,5568,5108,10033,5199,4834,643,369,274
13212,日野市,30～34,10497,5482,5015,10009,5195,4814,488,287,201
13212,日野市,35～39,11413,5952,5461,11087,5770,5317,326,182,144
13212,日野市,40～44,12526,6539,5987,12208,6404,5804,318,135,183
13212,日野市,45～49,14171,7299,6872,13913,7197,6716,258,102,156
13212,日野市,50～54,15988,8341,7647,15771,8259,7512,217,82,135
13212,日野市,55～59,13693,7264,6429,13520,7201,6319,173,63,110
13212,日野市,60～64,10393,5353,5040,10262,5302,4960,131,51,80
13212,日野市,65～69,8574,4322,4252,8498,4290,4208,76,32,44
13212,日野市,70～74,10480,4796,5684,10439,4780,5659,41,16,25
13212,日野市,75～79,10036,4438,5598,9997,4424,5573,39,14,25
13212,日野市,80～84,8761,3687,5074,8742,3680,5062,19,7,12
13212,日野市,85～89,5397,2106,3291,5388,2101,3287,9,5,4
13212,日野市,90～94,2547,875,1672,2547,875,1672,-,-,-
13212,日野市,95～99,676,157,519,676,157,519,-,-,-
13212,日野市,100以上,93,11,82,93,11,82,-,-,-
13213,東村山市,総数,151751,73834,77917,148041,72051,75990,3710,1783,1927
13213,東村山市,0～4,5062,2626,2436,4916,2557,2359,146,69,77
13213,東村山市,5～9,5829,2956,2873,5687,2878,2809,142,78,64
13213,東村山市,10～14,6404,3344,3060,6306,3297,3009,98,47,51
13213,東村山市,15～19,6802,3468,3334,6668,3402,3266,134,66,68
13213,東村山市,20～24,7712,3898,3814,7308,3658,3650,404,240,164
13213,東村山市,25～29,7529,3727,3802,7065,3446,3619,464,281,183
13213,東村山市,30～34,7672,3795,3877,7200,3563,3637,472,232,240
13213,東村山市,35～39,8722,4408,4314,8319,4197,4122,403,211,192
13213,東村山市,40～44,9670,4954,4716,9330,4799,4531,340,155,185
13213,東村山市,45～49,11114,5712,5402,10847,5604,5243,267,108,159
13213,東村山市,50～54,13042,6607,6435,12763,6513,6250,279,94,185
13213,東村山市,55～59,11439,5768,5671,11229,5702,5527,210,66,144
13213,東村山市,60～64,9687,4925,4762,9527,4867,4660,160,58,102
13213,東村山市,65～69,8183,4013,4170,8108,3982,4126,75,31,44
13213,東村山市,70～74,9229,4374,4855,9189,4358,4831,40,16,24
13213,東村山市,75～79,8469,3678,4791,8431,3655,4776,38,23,15
13213,東村山市,80～84,7248,2980,4268,7224,2975,4249,24,5,19
13213,東村山市,85～89,4847,1704,3143,4840,1702,3138,7,2,5
13213,東村山市,90～94,2406,749,1657,2402,749,1653,4,-,4
13213,東村山市,95～99,600,139,461,598,138,460,2,1,1
13213,東村山市,100以上,85,9,76,84,9,75,1,-,1
13214,国分寺市,総数,128762,63157,65605,125976,61803,64173,2786,1354,1432
13214,国分寺市,0～4,5042,2578,2464,4949,2528,2421,93,50,43
13214,国分寺市,5～9,5712,2952,2760,5618,2902,2716,94,50,44
13214,国分寺市,10～14,5312,2797,2515,5254,2765,2489,58,32,26
13214,国分寺市,15～19,5479,2761,2718,5399,2720,2679,80,41,39
13214,国分寺市,20～24,7393,3608,3785,7065,3458,3607,328,150,178
13214,国分寺市,25～29,8419,4232,4187,7890,3960,3930,529,272,257
13214,国分寺市,30～34,8097,4132,3965,7710,3927,3783,387,205,182
13214,国分寺市,35～39,8890,4635,4255,8603,4497,4106,287,138,149
13214,国分寺市,40～44,8666,4380,4286,8414,4259,4155,252,121,131
13214,国分寺市,45～49,9737,4915,4822,9553,4823,4730,184,92,92
13214,国分寺市,50～54,10245,5029,5216,10127,4980,5147,118,49,69
13214,国分寺市,55～59,9423,4769,4654,9286,4716,4570,137,53,84
13214,国分寺市,60～64,7892,4053,3839,7791,4007,3784,101,46,55
13214,国分寺市,65～69,6140,3070,3070,6081,3046,3035,59,24,35
13214,国分寺市,70～74,6223,2903,3320,6187,2887,3300,36,16,20
13214,国分寺市,75～79,5706,2498,3208,5686,2491,3195,20,7,13
13214,国分寺市,80～84,4654,1849,2805,4643,1844,2799,11,5,6
13214,国分寺市,85～89,3418,1292,2126,3409,1290,2119,9,2,7
13214,国分寺市,90～94,1775,570,1205,1772,569,1203,3,1,2
13214,国分寺市,95～99,472,122,350,472,122,350,-,-,-
13214,国分寺市,100以上,67,12,55,67,12,55,-,-,-
13215,国立市,総数,75889,36793,39096,73972,35872,38100,1917,921,996
13215,国立市,0～4,2287,1172,1115,2239,1150,1089,48,22,26
13215,国立市,5～9,3092,1617,1475,3033,1585,1448,59,32,27
13215,国立市,10～14,2993,1566,1427,2922,1533,1389,71,33,38
13215,国立市,15～19,3226,1646,1580,3172,1621,1551,54,25,29
13215,国立市,20～24,4490,2173,2317,4297,2075,2222,193,98,95
13215,国立市,25～29,4696,2344,2352,4330,2167,2163,366,177,189
13215,国立市,30～34,4159,2121,2038,3926,1990,1936,233,131,102
13215,国立市,35～39,4497,2247,2250,4321,2169,2152,176,78,98
13215,国立市,40～44,4979,2495,2484,4818,2412,2406,161,83,78
13215,国立市,45～49,5458,2690,2768,5321,2630,2691,137,60,77
13215,国立市,50～54,6144,3020,3124,6029,2976,3053,115,44,71
13215,国立市,55～59,6220,3118,3102,6115,3073,3042,105,45,60
13215,国立市,60～64,5241,2662,2579,5170,2629,2541,71,33,38
13215,国立市,65～69,4121,2015,2106,4064,1988,2076,57,27,30
13215,国立市,70～74,4178,2011,2167,4152,1996,2156,26,15,11
13215,国立市,75～79,3757,1631,2126,3734,1624,2110,23,7,16
13215,国立市,80～84,2962,1151,1811,2951,1144,1807,11,7,4
13215,国立市,85～89,2042,727,1315,2036,725,1311,6,2,4
13215,国立市,90～94,1002,316,686,998,314,684,4,2,2
13215,国立市,95～99,303,65,238,302,65,237,1,-,1
13215,国立市,100以上,42,6,36,42,6,36,-,-,-
13218,福生市,総数,56512,28369,28143,52374,26296,26078,4138,2073,2065
13218,福生市,0～4,1642,841,801,1474,754,720,168,87,81
13218,福生市,5～9,1831,907,924,1735,862,873,96,45,51
13218,福生市,10～14,2010,1023,987,1936,979,957,74,44,30
13218,福生市,15～19,2311,1195,1116,2091,1073,1018,220,122,98
13218,福生市,20～24,3375,1794,1581,2604,1376,1228,771,418,353
13218,福生市,25～29,3564,1893,1671,2901,1552,1349,663,341,322
13218,福生市,30～34,3370,1810,1560,2849,1508,1341,521,302,219
13218,福生市,35～39,3143,1712,1431,2832,1539,1293,311,173,138
13218,福生市,40～44,3343,1782,1561,3084,1667,1417,259,115,144
13218,福生市,45～49,3887,2064,1823,3680,1965,1715,207,99,108
13218,福生市,50～54,4543,2386,2157,4302,2274,2028,241,112,129
13218,福生市,55～59,4229,2157,2072,3991,2071,1920,238,86,152
13218,福生市,60～64,3678,1830,1848,3543,1784,1759,135,46,89
13218,福生市,65～69,3420,1769,1651,3315,1731,1584,105,38,67
13218,福生市,70～74,3793,1862,1931,3731,1843,1888,62,19,43
13218,福生市,75～79,3201,1483,1718,3167,1470,1697,34,13,21
13218,福生市,80～84,2555,1036,1519,2539,1030,1509,16,6,10
13218,福生市,85～89,1587,570,1017,1577,565,1012,10,5,5
13218,福生市,90～94,789,209,580,786,208,578,3,1,2
13218,福生市,95～99,210,46,164,206,45,161,4,1,3
13218,福生市,100以上,31,-,31,31,-,31,-,-,-
13219,狛江市,総数,82102,39623,42479,80610,38841,41769,1492,782,710
13219,狛江市,0～4,2845,1443,1402,2809,1424,1385,36,19,17
13219,狛江市,5～9,3463,1787,1676,3432,1769,1663,31,18,13
13219,狛江市,10～14,3248,1651,1597,3210,1632,1578,38,19,19
13219,狛江市,15～19,3171,1623,1548,3131,1604,1527,40,19,21
13219,狛江市,20～24,4392,2219,2173,4242,2120,2122,150,99,51
13219,狛江市,25～29,5129,2440,2689,4894,2305,2589,235,135,100
13219,狛江市,30～34,4619,2182,2437,4388,2055,2333,231,127,104
13219,狛江市,35～39,5213,2523,2690,5067,2449,2618,146,74,72
13219,狛江市,40～44,5936,2942,2994,5783,2867,2916,153,75,78
13219,狛江市,45～49,6400,3245,3155,6287,3196,3091,113,49,64
13219,狛江市,50～54,6793,3360,3433,6684,3312,3372,109,48,61
13219,狛江市,55～59,6248,3279,2969,6154,3233,2921,94,46,48
13219,狛江市,60～64,4703,2377,2326,4657,2356,2301,46,21,25
13219,狛江市,65～69,3969,1976,1993,3946,1965,1981,23,11,12
13219,狛江市,70～74,4282,2063,2219,4266,2055,2211,16,8,8
13219,狛江市,75～79,4121,1821,2300,4101,1813,2288,20,8,12
13219,狛江市,80～84,3525,1384,2141,3520,1381,2139,5,3,2
13219,狛江市,85～89,2412,847,1565,2409,845,1564,3,2,1
13219,狛江市,90～94,1240,361,879,1237,360,877,3,1,2
13219,狛江市,95～99,355,90,265,355,90,265,-,-,-
13219,狛江市,100以上,38,10,28,38,10,28,-,-,-
13220,東大和市,総数,85085,41786,43299,83692,41192,42500,1393,594,799
13220,東大和市,0～4,2788,1440,1348,2759,1429,1330,29,11,18
13220,東大和市,5～9,3507,1793,1714,3478,1779,1699,29,14,15
13220,東大和市,10～14,3836,1946,1890,3798,1931,1867,38,15,23
13220,東大和市,15～19,3977,2020,1957,3928,1996,1932,49,24,25
13220,東大和市,20～24,4145,2072,2073,4004,1998,2006,141,74,67
13220,東大和市,25～29,3993,2032,1961,3858,1943,1915,135,89,46
13220,東大和市,30～34,4123,2111,2012,3996,2034,1962,127,77,50
13220,東大和市,35～39,4644,2292,2352,4521,2228,2293,123,64,59
13220,東大和市,40～44,5283,2742,2541,5171,2702,2469,112,40,72
13220,東大和市,45～49,6281,3216,3065,6170,3178,2992,111,38,73
13220,東大和市,50～54,7247,3712,3535,7117,3680,3437,130,32,98
13220,東大和市,55～59,6587,3417,3170,6448,3376,3072,139,41,98
13220,東大和市,60～64,5126,2631,2495,5056,2613,2443,70,18,52
13220,東大和市,65～69,4390,2167,2223,4330,2145,2185,60,22,38
13220,東大和市,70～74,5423,2572,2851,5390,2562,2828,33,10,23
13220,東大和市,75～79,5072,2299,2773,5054,2292,2762,18,7,11
13220,東大和市,80～84,4422,1804,2618,4394,1793,2601,28,11,17
13220,東大和市,85～89,2782,1053,1729,2764,1047,1717,18,6,12
13220,東大和市,90～94,1158,402,756,1156,401,755,2,1,1
13220,東大和市,95～99,268,61,207,267,61,206,1,-,1
13220,東大和市,100以上,33,4,29,33,4,29,-,-,-
13221,清瀬市,総数,74596,35904,38692,73120,35229,37891,1476,675,801
13221,清瀬市,0～4,2402,1233,1169,2369,1213,1156,33,20,13
13221,清瀬市,5～9,2920,1465,1455,2875,1441,1434,45,24,21
13221,清瀬市,10～14,3198,1623,1575,3155,1596,1559,43,27,16
13221,清瀬市,15～19,3487,1764,1723,3426,1734,1692,61,30,31
13221,清瀬市,20～24,3917,1865,2052,3792,1803,1989,125,62,63
13221,清瀬市,25～29,3700,1753,1947,3542,1672,1870,158,81,77
13221,清瀬市,30～34,3703,1865,1838,3522,1762,1760,181,103,78
13221,清瀬市,35～39,4148,2092,2056,3999,2020,1979,149,72,77
13221,清瀬市,40～44,4581,2308,2273,4447,2251,2196,134,57,77
13221,清瀬市,45～49,5388,2697,2691,5265,2651,2614,123,46,77
13221,清瀬市,50～54,6412,3256,3156,6278,3201,3077,134,55,79
13221,清瀬市,55～59,5481,2860,2621,5374,2823,2551,107,37,70
13221,清瀬市,60～64,4483,2237,2246,4413,2215,2198,70,22,48
13221,清瀬市,65～69,3691,1814,1877,3647,1798,1849,44,16,28
13221,清瀬市,70～74,4675,2203,2472,4646,2196,2450,29,7,22
13221,清瀬市,75～79,4230,1807,2423,4207,1797,2410,23,10,13
13221,清瀬市,80～84,3874,1528,2346,3866,1526,2340,8,2,6
13221,清瀬市,85～89,2791,1059,1732,2784,1057,1727,7,2,5
13221,清瀬市,90～94,1174,398,776,1172,396,776,2,2,-
13221,清瀬市,95～99,295,72,223,295,72,223,-,-,-
13221,清瀬市,100以上,46,5,41,46,5,41,-,-,-
13222,東久留米市,総数,116512,56487,60025,113889,55327,58562,2623,1160,1463
13222,東久留米市,0～4,3834,1949,1885,3746,1910,1836,88,39,49
13222,東久留米市,5～9,4920,2547,2373,4834,2506,2328,86,41,45
13222,東久留米市,10～14,4928,2492,2436,4818,2440,2378,110,52,58
13222,東久留米市,15～19,5083,2587,2496,4981,2541,2440,102,46,56
13222,東久留米市,20～24,5484,2812,2672,5281,2720,2561,203,92,111
13222,東久留米市,25～29,5361,2625,2736,5103,2491,2612,258,134,124
13222,東久留米市,30～34,5481,2710,2771,5198,2564,2634,283,146,137
13222,東久留米市,35～39,6458,3267,3191,6177,3130,3047,281,137,144
13222,東久留米市,40～44,7340,3743,3597,7054,3618,3436,286,125,161
13222,東久留米市,45～49,8409,4289,4120,8201,4208,3993,208,81,127
13222,東久留米市,50～54,9774,5000,4774,9564,4930,4634,210,70,140
13222,東久留米市,55～59,8586,4397,4189,8390,4328,4062,196,69,127
13222,東久留米市,60～64,7260,3655,3605,7121,3600,3521,139,55,84
13222,東久留米市,65～69,6346,3080,3266,6265,3052,3213,81,28,53
13222,東久留米市,70～74,7369,3458,3911,7324,3428,3896,45,30,15
13222,東久留米市,75～79,7110,3115,3995,7089,3109,3980,21,6,15
13222,東久留米市,80～84,6226,2484,3742,6213,2478,3735,13,6,7
13222,東久留米市,85～89,4152,1554,2598,4144,1552,2592,8,2,6
13222,東久留米市,90～94,1853,604,1249,1849,604,1245,4,-,4
13222,東久留米市,95～99,471,109,362,470,108,362,1,1,-
13222,東久留米市,100以上,67,10,57,67,10,57,-,-,-
13223,武蔵村山市,総数,71018,35225,35793,69005,34381,34624,2013,844,1169
13223,武蔵村山市,0～4,2219,1124,1095,2169,1098,1071,50,26,24
13223,武蔵村山市,5～9,3036,1521,1515,2964,1488,1476,72,33,39
13223,武蔵村山市,10～14,3432,1783,1649,3366,1742,1624,66,41,25
13223,武蔵村山市,15～19,3919,1949,1970,3819,1914,1905,100,35,65
13223,武蔵村山市,20～24,3729,1831,1898,3527,1722,1805,202,109,93
13223,武蔵村山市,25～29,3241,1636,1605,2981,1497,1484,260,139,121
13223,武蔵村山市,30～34,3237,1653,1584,3034,1556,1478,203,97,106
13223,武蔵村山市,35～39,3954,2087,1867,3734,1986,1748,220,101,119
13223,武蔵村山市,40～44,4376,2269,2107,4183,2199,1984,193,70,123
13223,武蔵村山市,45～49,5544,2848,2696,5391,2804,2587,153,44,109
13223,武蔵村山市,50～54,6286,3338,2948,6148,3307,2841,138,31,107
13223,武蔵村山市,55～59,5109,2694,2415,4976,2658,2318,133,36,97
13223,武蔵村山市,60～64,3810,2004,1806,3721,1973,1748,89,31,58
13223,武蔵村山市,65～69,3535,1772,1763,3485,1754,1731,50,18,32
13223,武蔵村山市,70～74,4597,2186,2411,4560,2172,2388,37,14,23
13223,武蔵村山市,75～79,4276,1926,2350,4258,1920,2338,18,6,12
13223,武蔵村山市,80～84,3633,1488,2145,3619,1479,2140,14,9,5
13223,武蔵村山市,85～89,2080,824,1256,2069,821,1248,11,3,8
13223,武蔵村山市,90～94,802,255,547,799,254,545,3,1,2
13223,武蔵村山市,95～99,172,35,137,171,35,136,1,-,1
13223,武蔵村山市,100以上,31,2,29,31,2,29,-,-,-
13224,多摩市,総数,147776,72350,75426,144410,70707,73703,3366,1643,1723
13224,多摩市,0～4,4123,2129,1994,4027,2080,1947,96,49,47
13224,多摩市,5～9,5385,2737,2648,5310,2702,2608,75,35,40
13224,多摩市,10～14,6032,3091,2941,5968,3057,2911,64,34,30
13224,多摩市,15～19,6520,3340,3180,6421,3293,3128,99,47,52
13224,多摩市,20～24,7573,3854,3719,7052,3570,3482,521,284,237
13224,多摩市,25～29,6966,3589,3377,6458,3297,3161,508,292,216
13224,多摩市,30～34,6910,3657,3253,6468,3401,3067,442,256,186
13224,多摩市,35～39,8315,4264,4051,8019,4116,3903,296,148,148
13224,多摩市,40～44,9662,4967,4695,9380,4838,4542,282,129,153
13224,多摩市,45～49,11536,5892,5644,11326,5806,5520,210,86,124
13224,多摩市,50～54,12366,6293,6073,12151,6220,5931,215,73,142
13224,多摩市,55～59,10529,5387,5142,10331,5315,5016,198,72,126
13224,多摩市,60～64,8439,4217,4222,8294,4161,4133,145,56,89
13224,多摩市,65～69,7999,3681,4318,7915,3660,4255,84,21,63
13224,多摩市,70～74,10342,4640,5702,10288,4616,5672,54,24,30
13224,多摩市,75～79,10120,4545,5575,10084,4525,5559,36,20,16
13224,多摩市,80～84,8080,3525,4555,8057,3516,4541,23,9,14
13224,多摩市,85～89,4377,1777,2600,4365,1771,2594,12,6,6
13224,多摩市,90～94,1935,660,1275,1930,658,1272,5,2,3
13224,多摩市,95～99,501,100,401,500,100,400,1,-,1
13224,多摩市,100以上,66,5,61,66,5,61,-,-,-
13225,稲城市,総数,93781,46910,46871,91932,45940,45992,1849,970,879
13225,稲城市,0～4,3699,1845,1854,3631,1816,1815,68,29,39
13225,稲城市,5～9,4614,2395,2219,4539,2362,2177,75,33,42
13225,稲城市,10～14,4627,2389,2238,4572,2359,2213,55,30,25
13225,稲城市,15～19,4814,2419,2395,4771,2396,2375,43,23,20
13225,稲城市,20～24,5146,2599,2547,4981,2490,2491,165,109,56
13225,稲城市,25～29,4790,2472,2318,4519,2301,2218,271,171,100
13225,稲城市,30～34,4895,2488,2407,4668,2354,2314,227,134,93
13225,稲城市,35～39,5815,2968,2847,5620,2873,2747,195,95,100
13225,稲城市,40～44,6424,3199,3225,6221,3100,3121,203,99,104
13225,稲城市,45～49,7484,3894,3590,7348,3826,3522,136,68,68
13225,稲城市,50～54,8390,4303,4087,8285,4268,4017,105,35,70
13225,稲城市,55～59,7169,3858,3311,7052,3806,3246,117,52,65
13225,稲城市,60～64,5274,2770,2504,5198,2732,2466,76,38,38
13225,稲城市,65～69,4243,2120,2123,4205,2104,2101,38,16,22
13225,稲城市,70～74,4830,2283,2547,4795,2263,2532,35,20,15
13225,稲城市,75～79,4639,2096,2543,4619,2087,2532,20,9,11
13225,稲城市,80～84,3664,1602,2062,3653,1598,2055,11,4,7
13225,稲城市,85～89,2140,872,1268,2132,868,1264,8,4,4
13225,稲城市,90～94,872,302,570,871,301,570,1,1,-
13225,稲城市,95～99,215,32,183,215,32,183,-,-,-
13225,稲城市,100以上,37,4,33,37,4,33,-,-,-
13227,羽村市,総数,54416,27558,26858,52600,26665,25935,1816,893,923
13227,羽村市,0～4,1616,826,790,1556,799,757,60,27,33
13227,羽村市,5～9,2031,1085,946,1989,1064,925,42,21,21
13227,羽村市,10～14,2423,1261,1162,2370,1233,1137,53,28,25
13227,羽村市,15～19,2670,1365,1305,2574,1308,1266,96,57,39
13227,羽村市,20～24,2993,1586,1407,2718,1418,1300,275,168,107
13227,羽村市,25～29,2762,1551,1211,2522,1403,1119,240,148,92
13227,羽村市,30～34,2768,1557,1211,2564,1442,1122,204,115,89
13227,羽村市,35～39,2913,1552,1361,2790,1498,1292,123,54,69
13227,羽村市,40～44,3379,1863,1516,3244,1807,1437,135,56,79
13227,羽村市,45～49,4083,2158,1925,3972,2119,1853,111,39,72
13227,羽村市,50～54,4778,2426,2352,4660,2393,2267,118,33,85
13227,羽村市,55～59,4004,2040,1964,3882,1989,1893,122,51,71
13227,羽村市,60～64,3313,1728,1585,3200,1685,1515,113,43,70
13227,羽村市,65～69,2875,1430,1445,2827,1409,1418,48,21,27
13227,羽村市,70～74,3467,1666,1801,3426,1647,1779,41,19,22
13227,羽村市,75～79,3195,1427,1768,3184,1422,1762,11,5,6
13227,羽村市,80～84,2680,1151,1529,2668,1148,1520,12,3,9
13227,羽村市,85～89,1598,636,962,1589,633,956,9,3,6
13227,羽村市,90～94,642,214,428,639,212,427,3,2,1
13227,羽村市,95～99,185,31,154,185,31,154,-,-,-
13227,羽村市,100以上,41,5,36,41,5,36,-,-,-
13228,あきる野市,総数,79513,39584,39929,78166,38849,39317,1347,735,612
13228,あきる野市,0～4,2302,1206,1096,2276,1191,1085,26,15,11
13228,あきる野市,5～9,3094,1526,1568,3060,1510,1550,34,16,18
13228,あきる野市,10～14,3548,1839,1709,3528,1828,1700,20,11,9
13228,あきる野市,15～19,3940,2018,1922,3896,1988,1908,44,30,14
13228,あきる野市,20～24,3924,2051,1873,3716,1914,1802,208,137,71
13228,あきる野市,25～29,3458,1780,1678,3215,1624,1591,243,156,87
13228,あきる野市,30～34,3395,1756,1639,3243,1657,1586,152,99,53
13228,あきる野市,35～39,3931,2067,1864,3809,1991,1818,122,76,46
13228,あきる野市,40～44,4742,2467,2275,4651,2425,2226,91,42,49
13228,あきる野市,45～49,5919,3116,2803,5836,3078,2758,83,38,45
13228,あきる野市,50～54,6754,3543,3211,6668,3520,3148,86,23,63
13228,あきる野市,55～59,5571,2889,2682,5492,2866,2626,79,23,56
13228,あきる野市,60～64,4617,2349,2268,4550,2325,2225,67,24,43
13228,あきる野市,65～69,4552,2225,2327,4515,2207,2308,37,18,19
13228,あきる野市,70～74,5462,2611,2851,5436,2598,2838,26,13,13
13228,あきる野市,75～79,5303,2492,2811,5285,2482,2803,18,10,8
13228,あきる野市,80～84,4632,2095,2537,4627,2093,2534,5,2,3
13228,あきる野市,85～89,2709,1103,1606,2704,1101,1603,5,2,3
13228,あきる野市,90～94,1226,365,861,1225,365,860,1,-,1
13228,あきる野市,95～99,364,82,282,364,82,282,-,-,-
13228,あきる野市,100以上,70,4,66,70,4,66,-,-,-
13229,西東京市,総数,205899,99968,105931,200352,97070,103282,5547,2898,2649
13229,西東京市,0～4,7051,3594,3457,6872,3509,3363,179,85,94
13229,西東京市,5～9,8661,4416,4245,8471,4305,4166,190,111,79
13229,西東京市,10～14,8781,4499,4282,8637,4425,4212,144,74,70
13229,西東京市,15～19,9104,4662,4442,8865,4508,4357,239,154,85
13229,西東京市,20～24,11167,5664,5503,10524,5252,5272,643,412,231
13229,西東京市,25～29,11345,5638,5707,10534,5146,5388,811,492,319
13229,西東京市,30～34,11262,5573,5689,10546,5190,5356,716,383,333
13229,西東京市,35～39,12569,6325,6244,11963,6006,5957,606,319,287
13229,西東京市,40～44,14001,7103,6898,13513,6861,6652,488,242,246
13229,西東京市,45～49,15760,7939,7821,15389,7758,7631,371,181,190
13229,西東京市,50～54,17208,8578,8630,16867,8439,8428,341,139,202
13229,西東京市,55～59,15835,8052,7783,15533,7945,7588,302,107,195
13229,西東京市,60～64,13056,6470,6586,12843,6393,6450,213,77,136
13229,西東京市,65～69,10524,5265,5259,10385,5211,5174,139,54,85
13229,西東京市,70～74,11239,5251,5988,11183,5225,5958,56,26,30
13229,西東京市,75～79,10002,4403,5599,9942,4378,5564,60,25,35
13229,西東京市,80～84,8262,3206,5056,8235,3194,5041,27,12,15
13229,西東京市,85～89,5995,2160,3835,5980,2156,3824,15,4,11
13229,西東京市,90～94,3079,948,2131,3072,947,2125,7,1,6
13229,西東京市,95～99,886,203,683,886,203,683,-,-,-
13229,西東京市,100以上,112,19,93,112,19,93,-,-,-
13550,町村部,総数,78744,39941,38803,77169,39124,38045,1575,817,758
13550,町村部,0～4,2143,1086,1057,2121,1074,1047,22,12,10
13550,町村部,5～9,2960,1551,1409,2930,1534,1396,30,17,13
13550,町村部,10～14,3343,1701,1642,3316,1686,1630,27,15,12
13550,町村部,15～19,3408,1863,1545,3352,1833,1519,56,30,26
13550,町村部,20～24,3060,1670,1390,2859,1553,1306,201,117,84
13550,町村部,25～29,2987,1651,1336,2728,1458,1270,259,193,66
13550,町村部,30～34,3328,1825,1503,3148,1706,1442,180,119,61
13550,町村部,35～39,4014,2114,1900,3874,2038,1836,140,76,64
13550,町村部,40～44,4729,2505,2224,4619,2461,2158,110,44,66
13550,町村部,45～49,5391,2941,2450,5289,2895,2394,102,46,56
